,name,Length Of Movie (minute),year,idbm_year,gender_director,director_1,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
5066,Alexander,175.0,2004,2004,1,Oliver Stone,Oliver Stone,Christopher Kyle,Laeta Kalogridis,Colin Farrell,Anthony Hopkins,Rosario Dawson,Action,Biography,Drama,5.6
5067,Christmas with the Kranks,99.0,2004,2004,1,Joe Roth,John Grisham,Chris Columbus,,Tim Allen,Jamie Lee Curtis,Dan Aykroyd,Comedy,Family,,5.4
5068,Closer,104.0,2004,2004,1,Mike Nichols,Patrick Marber,,,Natalie Portman,Jude Law,Clive Owen,Drama,Romance,,7.2
5069,House of Flying Daggers,119.0,2004,2004,1,Yimou Zhang,Feng Li,Bin Wang,Yimou Zhang,Ziyi Zhang,Takeshi Kaneshiro,Andy Lau,Action,Adventure,Drama,7.5
5070,The Life and Death of Peter Sellers,122.0,2004,2004,1,Stephen Hopkins,Roger Lewis,Christopher Markus,Stephen McFeely,Geoffrey Rush,Charlize Theron,Emily Watson,Biography,Comedy,Drama,6.9
5071,Blade: Trinity,113.0,2004,2004,1,David S. Goyer,David S. Goyer,Marv Wolfman,Gene Colan,Wesley Snipes,Kris Kristofferson,Parker Posey,Action,Horror,Sci-Fi,5.8
5072,Ocean's Twelve,125.0,2004,2004,1,Steven Soderbergh,George Nolfi,George Clayton Johnson,Jack Golden Russell,George Clooney,Brad Pitt,Julia Roberts,Crime,Thriller,,6.5
5073,Million Dollar Baby,132.0,2004,2004,1,Clint Eastwood,Paul Haggis,F.X. Toole,,Hilary Swank,Clint Eastwood,Morgan Freeman,Drama,Sport,,8.1
5074,Beyond the Sea,118.0,2004,2004,1,Kevin Spacey,Kevin Spacey,Lewis Colick,,Kevin Spacey,Kate Bosworth,John Goodman,Biography,Drama,Music,6.7
5075,Flight of the Phoenix,113.0,2004,2004,1,John Moore,Lukas Heller,Scott Frank,Edward Burns,Dennis Quaid,Miranda Otto,Giovanni Ribisi,Action,Adventure,Drama,6.1
5076,Spanglish,131.0,2004,2004,1,James L. Brooks,James L. Brooks,,,Adam Sandler,Téa Leoni,Paz Vega,Comedy,Drama,Romance,6.4
5077,Hotel Rwanda,121.0,2004,2004,1,Terry George,Keir Pearson,Terry George,,Don Cheadle,Sophie Okonedo,Joaquin Phoenix,Biography,Drama,History,8.1
5078,Meet the Fockers,115.0,2004,2004,1,Jay Roach,Greg Glienna,Mary Ruth Clarke,Jim Herzfeld,Ben Stiller,Robert De Niro,Blythe Danner,Comedy,Romance,,6.3
5079,The Aviator,170.0,2004,2004,1,Martin Scorsese,John Logan,,,Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,Biography,Drama,,7.5
5080,Fat Albert,93.0,2004,2004,1,Joel Zwick,Bill Cosby,Charles Kipps,,Kenan Thompson,Kyla Pratt,Omarion,Comedy,Family,Fantasy,4.4
5081,The Life Aquatic with Steve Zissou,119.0,2004,2004,1,Wes Anderson,Wes Anderson,Noah Baumbach,,Bill Murray,Owen Wilson,Anjelica Huston,Action,Adventure,Comedy,7.3
5082,In Good Company,110.0,2004,2004,1,Paul Weitz,Paul Weitz,,,Dennis Quaid,Topher Grace,Scarlett Johansson,Comedy,Drama,Romance,6.4
5083,A Love Song for Bobby Long,119.0,2004,2004,1,Shainee Gabel,Ronald Everett Capps,Shainee Gabel,,Scarlett Johansson,John Travolta,Gabriel Macht,Drama,,,7.1
5084,Star Wars: Episode III – Revenge of the Sith,140.0,2005,2005,1,George Lucas,George Lucas,John Ostrander,Jan Duursema,Hayden Christensen,Natalie Portman,Ewan McGregor,Action,Adventure,Fantasy,7.5
5085,Harry Potter and the Goblet of Fire,157.0,2005,2005,1,Mike Newell,Steve Kloves,J.K. Rowling,,Daniel Radcliffe,Emma Watson,Rupert Grint,Adventure,Family,Fantasy,7.7
5086,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143.0,2005,2005,1,Andrew Adamson,Ann Peacock,Andrew Adamson,Christopher Markus,Tilda Swinton,Georgie Henley,William Moseley,Adventure,Family,Fantasy,6.9
5087,Charlie and the Chocolate Factory,115.0,2005,2005,1,Tim Burton,Roald Dahl,John August,,Johnny Depp,Freddie Highmore,David Kelly,Adventure,Comedy,Family,6.6
5088,Batman Begins,140.0,2005,2005,1,Christopher Nolan,Bob Kane,David S. Goyer,Christopher Nolan,Christian Bale,Michael Caine,Ken Watanabe,Action,Crime,Drama,8.2
5089,Madagascar,86.0,2005,2005,1,Eric Darnell,Mark Burton,Billy Frolick,Eric Darnell,Chris Rock,Ben Stiller,David Schwimmer,Animation,Adventure,Comedy,6.9
5090,Mr. & Mrs. Smith,1.0,2005,2005,1,Doug Liman,Simon Kinberg,,,Brad Pitt,Angelina Jolie,Adam Brody,Action,Comedy,Crime,6.5
5091,King Kong,187.0,2005,2005,1,Peter Jackson,Fran Walsh,Philippa Boyens,Peter Jackson,Naomi Watts,Jack Black,Adrien Brody,Action,Adventure,Drama,7.2
5092,Coach Carter,136.0,2005,2005,1,Thomas Carter,Mark Schwahn,John Gatins,,Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard,Biography,Drama,Sport,7.3
5093,Elektra,97.0,2005,2005,1,Rob Bowman,Mark Steven Johnson,Frank Miller,Zak Penn,Jennifer Garner,Goran Visnjic,Will Yun Lee,Action,Adventure,Crime,4.7
5094,Racing Stripes,102.0,2005,2005,1,Frederik Du Chau,David Schmidt,Steven P. Wegner,Kirk DeMicco,Frankie Muniz,David Spade,Snoop Dogg,Adventure,Comedy,Drama,5.2
5095,Are We There Yet?,95.0,2005,2005,1,Brian Levant,Steven Gary Banks,Claudia Grazioso,J. David Stem,Ice Cube,Nia Long,Aleisha Allen,Adventure,Comedy,Family,4.7
5096,Hide and Seek,101.0,2005,2005,1,John Polson,Ari Schlossberg,,,Robert De Niro,Dakota Fanning,Famke Janssen,Drama,Horror,Mystery,6.0
5097,The Wedding Date,90.0,2005,2005,0,Clare Kilner,Elizabeth Young,Dana Fox,,Dermot Mulroney,Debra Messing,Jack Davenport,Comedy,Romance,,6.2
5098,Pooh's Heffalump Movie,68.0,2005,2005,1,Frank Nissen,Brian Hohlfeld,Evan Spiliotopoulos,A.A. Milne,Jim Cummings,Brenda Blethyn,Kyle Stanger,Animation,Adventure,Comedy,6.4
5099,Because of Winn-Dixie,106.0,2005,2005,1,Wayne Wang,Kate DiCamillo,Joan Singleton,,AnnaSophia Robb,Jeff Daniels,Eva Marie Saint,Comedy,Drama,Family,6.4
5100,Constantine,121.0,2005,2005,1,Francis Lawrence,Jamie Delano,Garth Ennis,Kevin Brodbin,Keanu Reeves,Rachel Weisz,Djimon Hounsou,Action,Fantasy,Horror,7.0
5101,Son of the Mask,94.0,2005,2005,1,Lawrence Guterman,Lance Khazei,,,Jamie Kennedy,Traylor Howard,Alan Cumming,Comedy,Family,Fantasy,2.2
5102,Diary of a Mad Black Woman,116.0,2005,2005,1,Darren Grant,Tyler Perry,,,Kimberly Elise,Steve Harris,Tyler Perry,Comedy,Drama,Romance,5.8
5103,Man of the House,100.0,2005,2005,1,Stephen Herek,John J. McLaughlin,Scott Lobdell,Robert Ramsey,Tommy Lee Jones,Christina Milian,Kelli Garner,Comedy,Crime,,5.4
5104,Be Cool,118.0,2005,2005,1,F. Gary Gray,Elmore Leonard,Peter Steinfeld,,John Travolta,Uma Thurman,Dwayne Johnson,Comedy,Crime,Music,5.6
5105,The Jacket,103.0,2005,2005,1,John Maybury,Tom Bleecker,Marc Rocco,Massy Tadjedin,Adrien Brody,Keira Knightley,Daniel Craig,Drama,Fantasy,Mystery,7.1
5106,The Pacifier,95.0,2005,2005,1,Adam Shankman,Thomas Lennon,Robert Ben Garant,,Vin Diesel,Brittany Snow,Max Thieriot,Action,Comedy,Drama,5.6
5107,Hostage,113.0,2005,2005,1,Florent-Emilio Siri,Robert Crais,Doug Richardson,,Bruce Willis,Kevin Pollak,Serena Scott Thomas,Action,Crime,Drama,6.5
5108,Robots,91.0,2005,2005,1,Chris Wedge,Ron Mita,Jim McClain,David Lindsay-Abaire,Ewan McGregor,Halle Berry,Mel Brooks,Animation,Adventure,Comedy,6.4
5109,Ice Princess,98.0,2005,2005,1,Tim Fywell,Meg Cabot,Hadley Davis,,Michelle Trachtenberg,Kim Cattrall,Trevor Blumas,Comedy,Drama,Family,6.0
5110,The Ring Two,110.0,2005,2005,1,Hideo Nakata,Ehren Kruger,Kôji Suzuki,Hiroshi Takahashi,Naomi Watts,David Dorfman,Sissy Spacek,Horror,Mystery,,5.4
5111,Guess Who,105.0,2005,2005,1,Kevin Rodney Sullivan,William Rose,David Ronn,Jay Scherick,Ashton Kutcher,Bernie Mac,Zoe Saldana,Comedy,Romance,,5.9
5112,Valiant,76.0,2005,2005,1,Gary Chapman,George Webster,Jordan Katz,George Melrod,Ewan McGregor,Ricky Gervais,Tim Curry,Animation,Adventure,Comedy,5.5
5113,The Ballad of Jack and Rose,112.0,2005,2005,0,Rebecca Miller,Rebecca Miller,,,Daniel Day-Lewis,Catherine Keener,Camilla Belle,Drama,,,6.6
5114,Beauty Shop,105.0,2005,2005,1,Bille Woodruff,Elizabeth Hunter,Kate Lanier,Norman Vance Jr.,Queen Latifah,Alicia Silverstone,Djimon Hounsou,Comedy,,,5.6
5115,Sin City,124.0,2005,2005,1,Frank Miller,Frank Miller,Robert Rodriguez,,Mickey Rourke,Clive Owen,Bruce Willis,Crime,Thriller,,8.0
5116,The Upside of Anger,118.0,2005,2005,1,Mike Binder,Mike Binder,,,Joan Allen,Kevin Costner,Erika Christensen,Comedy,Drama,,6.8
5117,Fever Pitch,104.0,2005,2005,1,Bobby Farrelly,Lowell Ganz,Babaloo Mandel,Nick Hornby,Drew Barrymore,Jimmy Fallon,Jason Spevack,Comedy,Drama,Romance,6.2
5118,Sahara,124.0,2005,2005,1,Breck Eisner,Clive Cussler,Thomas Dean Donnelly,Joshua Oppenheimer,Matthew McConaughey,Penélope Cruz,Steve Zahn,Action,Adventure,Comedy,6.0
5119,State Property 2,94.0,2005,2005,1,Damon Dash,Adam Moreno,Damon Dash,,Beanie Sigel,N.O.R.E.,Damon Dash,Musical,Action,Crime,4.6
5120,The Amityville Horror,90.0,2005,2005,1,Andrew Douglas,Scott Kosar,Jay Anson,Sandor Stern,Ryan Reynolds,Melissa George,Jimmy Bennett,Horror,,,6.0
5121,The Interpreter,128.0,2005,2005,1,Sydney Pollack,Martin Stellman,Brian Ward,Charles Randolph,Nicole Kidman,Sean Penn,Catherine Keener,Crime,Mystery,Thriller,6.4
5122,King's Ransom,95.0,2005,2005,1,Jeffrey W. Byrd,Wayne Conley,,,Anthony Anderson,Kellita Smith,Jay Mohr,Comedy,Crime,,4.4
5123,A Lot like Love,107.0,2005,2005,1,Nigel Cole,Colin Patrick Lynch,,,Ashton Kutcher,Amanda Peet,Taryn Manning,Comedy,Drama,Romance,6.6
5124,The Hitchhiker's Guide to the Galaxy,109.0,2005,2005,1,Garth Jennings,Douglas Adams,Karey Kirkpatrick,,Martin Freeman,Yasiin Bey,Sam Rockwell,Adventure,Comedy,Sci-Fi,6.7
5125,XXX: State of the Union,101.0,2005,2005,1,Lee Tamahori,Rich Wilkes,Simon Kinberg,,Ice Cube,Samuel L. Jackson,Willem Dafoe,Action,Adventure,Crime,4.5
5126,House of Wax,113.0,2005,2005,1,Jaume Collet-Serra,Charles Belden,Chad Hayes,Carey W. Hayes,Chad Michael Murray,Paris Hilton,Elisha Cuthbert,Horror,Thriller,,5.4
5127,Kingdom of Heaven,144.0,2005,2005,1,Ridley Scott,William Monahan,,,Orlando Bloom,Eva Green,Liam Neeson,Action,Adventure,Drama,7.2
5128,Kicking & Screaming,95.0,2005,2005,1,Jesse Dylan,Leo Benvenuti,Steve Rudnick,,Will Ferrell,Robert Duvall,Josh Hutcherson,Comedy,Family,Romance,5.6
5129,Mad Hot Ballroom,105.0,2005,2005,0,Marilyn Agrelo,Amy Sewell,,,Heather Berman,Emma Therese Biegacki,Eva Carrozza,Documentary,Family,Music,7.4
5130,Monster-in-Law,101.0,2005,2005,1,Robert Luketic,Anya Kochoff,,,Jennifer Lopez,Michael Vartan,Jane Fonda,Comedy,Romance,,5.6
5131,Unleashed,103.0,2005,2005,1,Louis Leterrier,Luc Besson,,,Jet Li,Bob Hoskins,Morgan Freeman,Action,Crime,Drama,7.0
5132,Star Wars: Episode III – Revenge of the Sith,140.0,2005,2005,1,George Lucas,George Lucas,John Ostrander,Jan Duursema,Hayden Christensen,Natalie Portman,Ewan McGregor,Action,Adventure,Fantasy,7.5
5133,Dominion: Prequel to the Exorcist,117.0,2005,2005,1,Paul Schrader,William Wisher,Caleb Carr,William Peter Blatty,Stellan Skarsgård,Gabriel Mann,Clara Bellar,Drama,Horror,Thriller,5.2
5134,The Longest Yard,113.0,2005,2005,1,Peter Segal,Albert S. Ruddy,Tracy Keenan Wynn,Sheldon Turner,Adam Sandler,Burt Reynolds,Chris Rock,Comedy,Crime,Sport,6.4
5135,Madagascar,86.0,2005,2005,1,Eric Darnell,Mark Burton,Billy Frolick,Eric Darnell,Chris Rock,Ben Stiller,David Schwimmer,Animation,Adventure,Comedy,6.9
5136,The Sisterhood of the Traveling Pants,119.0,2005,2005,1,Ken Kwapis,Ann Brashares,Delia Ephron,Elizabeth Chandler,Amber Tamblyn,Alexis Bledel,America Ferrera,Comedy,Drama,Romance,6.5
5137,Cinderella Man,144.0,2005,2005,1,Ron Howard,Cliff Hollingsworth,Akiva Goldsman,,Russell Crowe,Renée Zellweger,Craig Bierko,Biography,Drama,History,8.0
5138,Lords of Dogtown,107.0,2005,2005,0,Catherine Hardwicke,Stacy Peralta,,,Heath Ledger,Emile Hirsch,Victor Rasuk,Biography,Drama,Sport,7.1
5139,Mr. & Mrs. Smith,1.0,2005,2005,1,Doug Liman,Simon Kinberg,,,Brad Pitt,Angelina Jolie,Adam Brody,Action,Comedy,Crime,6.5
5140,Batman Begins,140.0,2005,2005,1,Christopher Nolan,Bob Kane,David S. Goyer,Christopher Nolan,Christian Bale,Michael Caine,Ken Watanabe,Action,Crime,Drama,8.2
5141,The Perfect Man,100.0,2005,2005,1,Mark Rosman,Michael McQuown,Heather Robinson,Katie Torpey,Hilary Duff,Heather Locklear,Aria Wallace,Comedy,Family,Romance,5.5
5142,Land of the Dead,93.0,2005,2005,1,George A. Romero,George A. Romero,,,John Leguizamo,Asia Argento,Simon Baker,Horror,Sci-Fi,Thriller,6.2
5143,Dark Water,105.0,2005,2005,1,Walter Salles,Kôji Suzuki,Hideo Nakata,Takashige Ichise,Jennifer Connelly,Ariel Gade,John C. Reilly,Drama,Horror,Mystery,5.6
5144,Charlie and the Chocolate Factory,115.0,2005,2005,1,Tim Burton,Roald Dahl,John August,,Johnny Depp,Freddie Highmore,David Kelly,Adventure,Comedy,Family,6.6
5145,Wedding Crashers,119.0,2005,2005,1,David Dobkin,Steve Faber,Bob Fisher,,Owen Wilson,Vince Vaughn,Rachel McAdams,Comedy,Romance,,6.9
5146,Bad News Bears,113.0,2005,2005,1,Richard Linklater,Bill Lancaster,Glenn Ficarra,John Requa,Billy Bob Thornton,Greg Kinnear,Marcia Gay Harden,Comedy,Sport,,5.8
5147,The Devil's Rejects,107.0,2005,2005,1,Rob Zombie,Rob Zombie,,,Sid Haig,Sheri Moon Zombie,Bill Moseley,Crime,Horror,Western,6.8
5148,Hustle & Flow,116.0,2005,2005,1,Craig Brewer,Craig Brewer,,,Terrence Howard,Ludacris,Anthony Anderson,Crime,Drama,Music,7.3
5149,The Island,136.0,2005,2005,1,Michael Bay,Caspian Tredwell-Owen,Alex Kurtzman,Roberto Orci,Scarlett Johansson,Ewan McGregor,Djimon Hounsou,Action,Sci-Fi,Thriller,6.8
5150,Must Love Dogs,98.0,2005,2005,1,Gary David Goldberg,Claire Cook,Gary David Goldberg,,Diane Lane,John Cusack,Elizabeth Perkins,Comedy,Romance,,5.9
5151,Sky High,100.0,2005,2005,1,Mike Mitchell,Paul Hernandez,Bob Schooley,Mark McCorkle,Kurt Russell,Kelly Preston,Michael Angarano,Adventure,Comedy,Family,6.2
5152,Stealth,121.0,2005,2005,1,Rob Cohen,W.D. Richter,,,Josh Lucas,Jessica Biel,Jamie Foxx,Action,Adventure,Sci-Fi,5.1
5153,The Dukes of Hazzard,104.0,2005,2005,1,Jay Chandrasekhar,Gy Waldron,John O'Brien,Jonathan L. Davis,Seann William Scott,Johnny Knoxville,Jessica Simpson,Comedy,,,5.1
5154,Deuce Bigalow: European Gigolo,83.0,2005,2005,1,Mike Bigelow,Harris Goldberg,Rob Schneider,David Garrett,Rob Schneider,Eddie Griffin,Jeroen Krabbé,Comedy,,,4.7
5155,Four Brothers,109.0,2005,2005,1,John Singleton,David Elliot,Paul Lovett,,Mark Wahlberg,Tyrese Gibson,André 3000,Action,Crime,Drama,6.8
5156,The Great Raid,132.0,2005,2005,1,John Dahl,William B. Breuer,Hampton Sides,Carlo Bernard,Benjamin Bratt,Joseph Fiennes,James Franco,Action,Drama,War,6.7
5157,The Skeleton Key,104.0,2005,2005,1,Iain Softley,Ehren Kruger,,,Kate Hudson,Peter Sarsgaard,Joy Bryant,Drama,Horror,Mystery,6.5
5158,Supercross,80.0,2005,2005,1,Steve Boyum,Ken Solarz,Bart Baker,Keith Alan Bernstein,Steve Howey,Mike Vogel,Sophia Bush,Action,Drama,Romance,4.4
5159,The 40-Year-Old Virgin,116.0,2005,2005,1,Judd Apatow,Judd Apatow,Steve Carell,,Steve Carell,Catherine Keener,Paul Rudd,Comedy,Romance,,7.1
5160,Red Eye,85.0,2005,2005,1,Wes Craven,Carl Ellsworth,Dan Foos,,Rachel McAdams,Cillian Murphy,Brian Cox,Thriller,,,6.5
5161,The Brothers Grimm,118.0,2005,2005,1,Terry Gilliam,Ehren Kruger,,,Matt Damon,Heath Ledger,Monica Bellucci,Action,Adventure,Comedy,5.9
5162,The Cave,97.0,2005,2005,1,Bruce Hunt,Michael Steinberg,Tegan West,,Piper Perabo,Morris Chestnut,Cole Hauser,Action,Adventure,Horror,5.2
5163,Undiscovered,97.0,2005,2005,1,Meiert Avis,John Galt,,,Kip Pardue,Carrie Fisher,Shannyn Sossamon,Comedy,Music,Romance,4.3
5164,The Constant Gardener,129.0,2005,2005,1,Fernando Meirelles,Jeffrey Caine,John le Carré,,Ralph Fiennes,Rachel Weisz,Danny Huston,Drama,Mystery,Romance,7.4
5165,A Sound of Thunder,110.0,2005,2005,1,Peter Hyams,Ray Bradbury,Thomas Dean Donnelly,Joshua Oppenheimer,Edward Burns,Ben Kingsley,Catherine McCormack,Action,Adventure,Horror,4.3
5166,Transporter 2,87.0,2005,2005,1,Louis Leterrier,Luc Besson,Robert Mark Kamen,,Jason Statham,Amber Valletta,Kate Nauta,Action,Crime,Thriller,6.3
5167,Underclassman,95.0,2005,2005,1,Marcos Siega,Brent Goldberg,David Wagner,Nick Cannon,Hugh Bonneville,Shawn Ashmore,Kelly Hu,Action,Comedy,Crime,4.3
5168,Thumbsucker,96.0,2005,2005,1,Mike Mills,Walter Kirn,Mike Mills,,Lou Taylor Pucci,Tilda Swinton,Vincent D'Onofrio,Comedy,Drama,,6.6
5169,The Exorcism of Emily Rose,119.0,2005,2005,1,Scott Derrickson,Paul Harris Boardman,Scott Derrickson,,Laura Linney,Tom Wilkinson,Shohreh Aghdashloo,Drama,Horror,Thriller,6.7
5170,An Unfinished Life,108.0,2005,2005,1,Lasse Hallström,Mark Spragg,Virginia Korus Spragg,,Jennifer Lopez,Robert Redford,Morgan Freeman,Drama,Family,Romance,7.0
5171,Just Like Heaven,95.0,2005,2005,1,Mark Waters,Peter Tolan,Leslie Dixon,Marc Lévy,Reese Witherspoon,Mark Ruffalo,Donal Logue,Comedy,Drama,Fantasy,6.7
5172,Lord of War,122.0,2005,2005,1,Andrew Niccol,Andrew Niccol,,,Nicolas Cage,Ethan Hawke,Jared Leto,Crime,Drama,,7.6
5173,Corpse Bride,77.0,2005,2005,1,Tim Burton,Tim Burton,Carlos Grangel,John August,Johnny Depp,Helena Bonham Carter,Emily Watson,Animation,Drama,Family,7.3
5174,Dirty Love,91.0,2005,2005,1,John Asher,Jenny McCarthy,,,Jenny McCarthy,Eddie Kaye Thomas,Carmen Electra,Comedy,Romance,,3.6
5175,Flightplan,98.0,2005,2005,1,Robert Schwentke,Peter A. Dowling,Billy Ray,,Jodie Foster,Peter Sarsgaard,Sean Bean,Drama,Mystery,Thriller,6.3
5176,Roll Bounce,112.0,2005,2005,1,Malcolm D. Lee,Norman Vance Jr.,,,Shad Moss,Nick Cannon,Meagan Good,Comedy,Drama,Music,6.2
5177,Capote,114.0,2005,2005,1,Bennett Miller,Dan Futterman,Gerald Clarke,,Philip Seymour Hoffman,Clifton Collins Jr.,Catherine Keener,Biography,Crime,Drama,7.3
5178,The Greatest Game Ever Played,1.0,2005,2005,1,Bill Paxton,Mark Frost,,,Shia LaBeouf,Stephen Dillane,Elias Koteas,Biography,Drama,Sport,7.4
5179,A History of Violence,96.0,2005,2005,1,David Cronenberg,John Wagner,Vince Locke,Josh Olson,Viggo Mortensen,Maria Bello,Ed Harris,Action,Crime,Drama,7.4
5180,Into the Blue,110.0,2005,2005,1,John Stockwell,Matt Johnson,,,Paul Walker,Jessica Alba,Scott Caan,Action,Adventure,Crime,5.9
5181,Little Manhattan,84.0,2005,2005,1,Mark Levin,Jennifer Flackett,,,Josh Hutcherson,Charlotte Ray Rosenberg,Bradley Whitford,Comedy,Family,Romance,7.5
5182,Serenity,119.0,2005,2005,1,Joss Whedon,Joss Whedon,,,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,Action,Adventure,Sci-Fi,7.8
5183,The Squid and the Whale,81.0,2005,2005,1,Noah Baumbach,Noah Baumbach,,,Owen Kline,Jeff Daniels,Laura Linney,Comedy,Drama,,7.3
5184,The Gospel,105.0,2005,2005,1,Rob Hardy,Rob Hardy,,,Boris Kodjoe,Nona Gaye,Idris Elba,Adventure,Drama,Family,5.1
5185,Wallace & Gromit: The Curse of the Were-Rabbit,85.0,2005,2005,1,Steve Box,Steve Box,Nick Park,Mark Burton,Peter Sallis,Helena Bonham Carter,Ralph Fiennes,Animation,Adventure,Comedy,7.4
5186,In Her Shoes,130.0,2005,2005,1,Curtis Hanson,Jennifer Weiner,Susannah Grant,,Toni Collette,Cameron Diaz,Shirley MacLaine,Comedy,Drama,Romance,6.4
5187,Two for the Money,122.0,2005,2005,1,D.J. Caruso,Dan Gilroy,,,Matthew McConaughey,Al Pacino,Rene Russo,Crime,Drama,Sport,6.3
5188,Waiting...,94.0,2005,2005,1,Rob McKittrick,Rob McKittrick,,,Ryan Reynolds,Anna Faris,John Francis Daley,Comedy,,,6.7
5189,Elizabethtown,123.0,2005,2005,1,Cameron Crowe,Cameron Crowe,,,Orlando Bloom,Kirsten Dunst,Susan Sarandon,Comedy,Drama,Romance,6.4
5190,"The Prize Winner of Defiance, Ohio",99.0,2005,2005,0,Jane Anderson,Terry Ryan,Jane Anderson,,Julianne Moore,Woody Harrelson,Laura Dern,Biography,Drama,,7.3
5191,Doom,105.0,2005,2005,1,Andrzej Bartkowiak,Dave Callaham,Wesley Strick,,Karl Urban,Rosamund Pike,Dwayne Johnson,Action,Horror,Sci-Fi,5.2
5192,Dreamer,106.0,2005,2005,1,John Gatins,John Gatins,,,Kurt Russell,Dakota Fanning,Oded Fehr,Drama,Family,Sport,6.8
5193,Kiss Kiss Bang Bang,103.0,2005,2005,1,Shane Black,Brett Halliday,Shane Black,,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,Comedy,Crime,Mystery,7.5
5194,North Country,126.0,2005,2005,0,Niki Caro,Michael Seitzman,Clara Bingham,Laura Leedy,Charlize Theron,Jeremy Renner,Frances McDormand,Drama,,,7.3
5195,Shopgirl,106.0,2005,2005,1,Anand Tucker,Steve Martin,,,Steve Martin,Claire Danes,Jason Schwartzman,Drama,Romance,,6.3
5196,Stay,99.0,2005,2005,1,Marc Forster,David Benioff,,,Ewan McGregor,Naomi Watts,Ryan Gosling,Drama,Mystery,Thriller,6.8
5197,The Legend of Zorro,129.0,2005,2005,1,Martin Campbell,Roberto Orci,Alex Kurtzman,Ted Elliott,Antonio Banderas,Catherine Zeta-Jones,Rufus Sewell,Action,Adventure,Romance,6.0
5198,Prime,105.0,2005,2005,1,Ben Younger,Ben Younger,,,Uma Thurman,Meryl Streep,Bryan Greenberg,Comedy,Drama,Romance,6.2
5199,Saw II,93.0,2005,2005,1,Darren Lynn Bousman,Leigh Whannell,Darren Lynn Bousman,,Donnie Wahlberg,Beverley Mitchell,Franky G,Horror,Mystery,,6.6
5200,The Weather Man,102.0,2005,2005,1,Gore Verbinski,Steve Conrad,,,Nicolas Cage,Hope Davis,Nicholas Hoult,Comedy,Drama,,6.5
5201,"Good Night, and Good Luck",93.0,2005,2005,1,George Clooney,George Clooney,Grant Heslov,,David Strathairn,George Clooney,Patricia Clarkson,Biography,Drama,History,7.4
5202,Jarhead,125.0,2005,2005,1,Sam Mendes,William Broyles Jr.,Anthony Swofford,,Jake Gyllenhaal,Jamie Foxx,Lucas Black,Action,Biography,Drama,7.0
5203,Get Rich or Die Tryin',117.0,2005,2005,1,Jim Sheridan,Terence Winter,,,50 Cent,Joy Bryant,Adewale Akinnuoye-Agbaje,Biography,Crime,Drama,5.4
5204,Derailed,108.0,2005,2005,1,Mikael Håfström,Stuart Beattie,James Siegel,,Clive Owen,Jennifer Aniston,Vincent Cassel,Crime,Drama,Thriller,6.6
5205,Zathura,101.0,2005,2005,1,Jon Favreau,Chris Van Allsburg,David Koepp,John Kamps,Josh Hutcherson,Jonah Bobo,Dax Shepard,Action,Adventure,Comedy,6.2
5206,Harry Potter and the Goblet of Fire,157.0,2005,2005,1,Mike Newell,Steve Kloves,J.K. Rowling,,Daniel Radcliffe,Emma Watson,Rupert Grint,Adventure,Family,Fantasy,7.7
5207,Walk the Line,136.0,2005,2005,1,James Mangold,Johnny Cash,Gill Dennis,James Mangold,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Biography,Drama,Music,7.8
5208,Bee Season,104.0,2005,2005,1,Scott McGehee,Myla Goldberg,Naomi Foner,,Richard Gere,Juliette Binoche,Flora Cross,Drama,Family,,5.5
5209,The Ice Harvest,92.0,2005,2005,1,Harold Ramis,Richard Russo,Robert Benton,Scott Phillips,John Cusack,Billy Bob Thornton,Connie Nielsen,Comedy,Crime,Drama,6.2
5210,Just Friends,96.0,2005,2005,1,Roger Kumble,Adam 'Tex' Davis,,,Ryan Reynolds,Amy Smart,Anna Faris,Comedy,Romance,,6.2
5211,Pride & Prejudice,129.0,2005,2005,1,Joe Wright,Deborah Moggach,Jane Austen,Emma Thompson,Keira Knightley,Matthew Macfadyen,Brenda Blethyn,Drama,Romance,,7.8
5212,Rent,135.0,2005,2005,1,Chris Columbus,Jonathan Larson,Stephen Chbosky,,Taye Diggs,Wilson Jermaine Heredia,Rosario Dawson,Drama,Musical,Romance,6.9
5213,Æon Flux,93.0,2005,2005,0,Karyn Kusama,Phil Hay,Matt Manfredi,Peter Chung,Charlize Theron,Frances McDormand,Sophie Okonedo,Action,Adventure,Sci-Fi,5.5
5214,Brokeback Mountain,134.0,2005,2005,1,Ang Lee,Annie Proulx,Larry McMurtry,Diana Ossana,Jake Gyllenhaal,Heath Ledger,Michelle Williams,Drama,Romance,,7.7
